text_cleaned,Product
I had an account since XXXX 2012 with capital one auto After XXXX years of paying on the loan capital one began harassing me with several phone calls a day and now text messages I also have a late payment that I disputed with them after a representative stated they only mark your account late if the payment is n t in by the end of the month for reporting I also was promised paperwork to restructure my loan and then I was told it was n t sent because I stated I would be hiring an attorney Company has called over a XXXX times back to back I have enclosed only a handful of calls ,Consumer Loan
Lender called my mother stated that if I did not pay 600 00 I will go to jail When I tried to get information regarding the account They stated the file was forwarded to the state to be processed and hung up in my face Refused to give me any information regarding the loan He stated his name was XXXX XXXX and he was very rude and unprofessional also stated that you people never learn before he hung the phone up in my face ,"Payday loan, title loan, or personal loan"
I have been harassed and overcharged by XXXX since I opened the account in XXXX 2011 Now they have forwarded the account to Foster and Garbus LLP ,Debt collection
My complaint is of lack of concern for AmEx customers XX XX XXXX XXXX I began to balance my checking account to make sure all payments and paychecks were submitted before we go XXXX to have a planned XXXX XX XX XXXX I made a note in my checkbook that I had it scheduled to be paid however I realized my Amex card payment was not made I ve had the card for over a year making every previous payment on time I called to make a full payment and ask for the finance charge and late payment fee to be removed I was told that I do not qualify to have the charges removed My credit per Fico score is really good per even Amex s free Fico Score over XXXX XXXX Note over 20 years I have had a few late payments due to scheduling or forgetfulness to different credit cards One time I had not realized that I had n t made a payment until the next statement was sent Yet EACH time XXXX removed the charges I know who values me as a customer I still have their cards Again Amex makes it easy to not use them as a main credit card Yes I do realize I missed a payment by several days No concern for my business means I have no concern about their business ,Credit card or prepaid card
USAA Bank has very poor customer service and a serious lack of communication with their customers I have been unemployed and unable to find a job for almost two years now and surviving on what little income I have which I have told the bank many many times They claim they will assist customers who are going through times of hardship but they do not really care about their customers at all I had a personal loan with them which they decided to close without even notifying me that I had past due payments I understand that and I am paying it so it will be done with but lack of communication with customers is wrong very wrong Just when things were being straightened out with them I received a letter from them stating that they had closed my credit card account which is paid up to date because of the consumer loan that they never warned me about Funny thing is I have been emailing with XXXX of the bank executives and he never once mentioned they were closing my credit card account It is so wrong for a bank to treat long time customers especially ones who have served their country by either being a XXXX for the XXXX USAA Bank claims that they honor and appreciate those who have served their country but if you are going through financial hardship they refuse to do that and work with you instead they treat you like dirt ,Bank account or service
XXXX XXXX applied for XXXX loans to get a XXXX submariner and was rejected He subsequently used a Capital One Credit Card to make the purchase All security channels deemed it high risk except XXXX XXXX cleared it and so we shipped the watch An adjustment was made in the order when I informed him that the specific model he ordered was no longer made by XXXX and under their warranty After which I refunded him the difference The watch was shipped He returned the watch but the watch weighed less that it did when we shipped it We subsequently returned the watch to him He submitted a chargeback claim stating that he never received the watch However that is not true Accordingly Capital One did a chargeback on the transaction and XXXX XXXX has his 13000 00 and the 13000 00 XXXX watch Since we have been negatively impacted by credit rating and with XXXX we request that we receive our money plus expenses ,Credit card or prepaid card
Received a call from phone number XXXX stating that they were Dynamic Recovery Solutions and I needed to call them at XXXX I have no debt that is not up to date I did not return his call ,Debt collection
on XXXX XXXX 2014 i was traveling from XXXX to XXXX l dont use XXXX and paid all toll by cash that day about XXXX a couple of car approached to cash toll for paying toll fee but no one there for collecting money no one all cash boots about 5 minutes all cars about XXXX cars waited to pay but no one showed up for collecting toll money we went next cash toll boot and told her no one was there and we could not pay by cash she said fine and she collected 8 00 and she gave me the attached receipt about 10 days later l received a letter about toll violation letter and l called XXXX Department of Transportation and told them what was happened and sent letter with the receipt back and forth finaly they gave me a collection agency and reported credits B I would like to solve this problem and not blamed on it because i did pay and did n t do wrong ,Debt collection
Northstar Location Services has contacted me XXXX times and told me that they are looking for my mother who owes a debt My mother did not give my cell phone to them I do not know how they found my cell phone They are nasty on the phone ,Debt collection
To whom it may kindly concern I have a credit card account through Bank of America This past cycle my bill payment was 10 days late due XXXX XXXX 2015 I had a health emergency and ended up in the hospital I can send you documentation to support this claim if you wish I do not dispute the fact that my payment was late however the reason was beyond my control My account is now current The issue I have is I received an letter that my APR will be raised to a Penalty APR at XXXX percent because of this XXXX late payment With this exception I have never had a late payment with this account whatsoever or any others in my credit history The hospitalization was completely outside of my control I made the payment as soon as I was physically able I would also like to add I attempted to pay my bill online a few days early but Bank of America s website was down for scheduled maintenance The next day I went to the hospital so this is at least partially their fault Any help or advice you could provide with this matter would be greatly appreciated Thank you XXXX XXXX,Credit card or prepaid card
Dear officer I was provided a very competitive 30 yr fixed mortgage quote by AFN when I first started searching for lender We were given GFE and numbers and interest rate shown on the GFE were very promising Based on those numbers we decided to proceed with AFN During the loan process interest rates went up and I asked AFN to provide both 30 yr and 15 yr loan option to us Comparing those XXXX options I decided to proceed with 15 yr loan I requested AFN representative branch manager on phone to confirm the lender credit to which he confirmed to me that credit will be XXXX of the loan amount Also confirmed lender credit in the email After this discussion when the loan was approved AFN never sent me any documents directly as should have been done Instead I received a call from XXXX that what time I can be available to sign the paper work I was shocked but had to keep moving forward as we would have lost the house if we did n t close the loan So I requested the escrow company to mail me soft copy of the HUD so I can confirm numbers and know what I am going to sign When I received the copy through email from XXXX to my surprise numbers were not matching I called and emailed AFN and mentioned it to them They never responded to my email on that specific question but next day on phone AFN representative told me escrow did all the numbers wrong and they have sent escrow a new copy Again this time around also I was not sent anything directly from AFN so I again requested XXXX to please send me the new documents so I can verify numbers before I sign them After receiving the documents I checked and although numbers were changed they did n t match the numbers we talked and credit was significantly less then discussed Since we were in a tough spot I went ahead and confirmed to AFN through email that I am signing the document and we can get the numbers corrected in the closing documents Again there was no official response from AFN to my email on this topic They will communicate with me on other topics but not on the numbers and as matter of fact none of the HUD documents were sent to me by the company directly and I had to request escrow time and again to send the documents Hud documents have a column where it shows comparison to GFE in my case that clearly shows an increase of 44 84 while stating that numbers can not increase by more than 10 I believed that once the lender corrects the credit numbers will match So I waited for loan to close and to receive final check from XXXX after receiving the final check after closing it became clear to me that AFN has not corrected any numbers I stared communicating with them about the situation and at one point was told by AFN representative that I signed the paper so I agreed At this point I realized that they are not dealing fairly and bumped up the numbers knowing that I did n t have an option to contest as the house was on the line to get the loan closed I am reaching out to you to make this wrong a right I am hoping that this kind of behavior of pushing the borrower with arbitrary credit and closing cost and lack of information is stopped I am optimistic that after the resolution of my case AFN will improve its practices with other borrowers Resolution to me would be Refunds me the amount they owe me and commit to more transparent approach towards borrowers ,Mortgage
I have been on XXXX for two years and had fallen behind two months I applied for a modification because I was told that XXXX was an allowable reason for assistance My wife is the sole wage earner and after reviewing our case they denied us for a loan modification The denial letter stated that the reason was due to NPV net present value The denial letter was supposed to state the figures used to arrive at this decision Unfortunately the denial letter provided some figures on income value it just arrived but I believe that the figures used were incorrect According to my housing counselor our ratios for Income vs the housing expense PITI which is what HAMP looks at is at XXXX and our rate is at 6 5 so based on this data if they were to lower the rate to 2 3 then our PITI housing expense would be around XXXX XXXX meaning it would be an affordable payment The investor is XXXX XXXX and we meet all of the criteria but the NPV denial makes it seem like we have no options We d like to be re reviewed and be given the data and figures used to arrive at a NPV negative ,Mortgage
So I received a notice from CFPB that the XXXX agencies were working on my issue still and would not get an answer for up to 60 days from the XXXX agencies who would be checking into the my concerns with a collection company called XXXX XXXX and XXXX Bank Since my response and uploading documents proving I did dispute with the XXXX credit agencies of which the say they had no record of I have recently received these additional XXXX response letters from XXXX of which I think is somewhat of a retaliation to my original complaints regarding their incorrect reporting You will see that in the body of the letters to the upper right hand side circled arrow stars they are still unwilling to change the balance of debt to read 0 00 and keep reporting that I owe them all this money There should be not indication of any balance due them or XXXX Bank anymore on any correspondence or public records since all the accounts I previously had with XXXX had already been discharged between XXXX XXXX before XXXX XXXX sold their business accounts out to XXXX Bank XXXX who is now working with XXXX XXXX both are to still trying to collect on these funds from me and reporting this on all XXXX credit reports as of XXXX XXXX 2015 I need for all the accounts under both XXXX and XXXX Bank to be totally erased from all XXXX credit reporting agencies Equi fax XXXX and XXXX I have attached below these letters I am referring to I am sure there will be another letter on its way because there was a total of XXXX accounts with XXXX XXXX to include XXXX XXXX not included ,"Credit reporting, repair, or other"
XXXX XXXX we used bank card to pay for car repair 280 00 My husband was going to transfer from savings to checking but forgot At the time we had 1400 00 in savings and the accounts are joined together and we have overdraft protection Well we were not notified and we kept using the card and for every transaction they charged us 37 00 We now have overdraft fees in the amount of 1100 00 This while time no one transfered the money from savings and the card was able to be used We went in Sat XXXX XXXX to make a complaint to the manager and he said it was above what he could do and he would email his regional manager and call us on Tues Well he never called and we found out that someone had authorized all of our savings 1400 00 to be taken out and they too his paycheck of XXXX and some change to make our account a XXXX balance Well I called Friday to find out why no one had gotten back with us and still no answer We feel that we should pay the fees from our mistake but they should not have take all of our money to which we now can not pay car payments rent to our house and all other bills that are due tomorrow My husband went back this morning and still nothing is being done Please if you can help us that would be great My husband researched and found that in XXXX other states 5 3 bank has lost cases due to insufficient fund issues ,Bank account or service
I am disputing my Barckylcard rewards mastercard that I opened back in 2013 There it shows a balance transfer in 2013 back in XXXX that was made to all of the credit cards that I had under my name The charges went to XXXX XXXX XXXX XXXX and also XXXX I called to dispute this charge sense I did not only have the card yet when I just applied for it but also I was uneployed at the time and was not going to be getting a credit card to pay other credit cards I am waiting for this issue to be fiexad and also the balance tranfer fee to be taken off of my account after XXXX years I reported all of this as fraud and it keeps coming back that it is all valid Yes the accounths that was paid was my other credit cards but yet again was not even done or the card was not in my hands or I did not recieve it at that time of this issue ,Credit card or prepaid card
I called Capital One to make a balance transfer from another bank XXXX XXXX Bank XXXX for a lower interest rate I called within XXXX minutes of the first phone call to cancel the transaction I spoke with a supervisor and was told that the payment did not go through and he would put a stop payment through and I may have to pay a XXXX dollar fee for the stop payment which I agreed to do He said there would be no problem as it was only XXXX minutes since I made the request I was told that the transaction could take XXXX business days so I did n t think there would be a problem This was on XXXX XXXX Then I got an email saying that the transaction went through I think this was on XXXX XXXX I called Capital One again and spoke to a supervisor I was told they saw the stop payment and it went through but it takes sometime to show up on the account A day or so later I looked at the bank that I was having the transfer made from XXXX XXXX Bank XXXX and it did go through I called Capital One again and spoke to a supervisor I was told to call XXXX bank to ask for a refund I did this but XXXX bank said they could n t do that I called Capital One again and I was told again that the stop payment was denied Basically because it was an electronic transaction it was instantaneous and there was no way to reverse the transaction I told them that a supervisor had assured me that they could stop the transaction when I called immediately after the request I said I was lied to and or they made a mistake and or the people working for them had no idea how to handle this situation I did n t want to pay the fee of 87 00 because I was told the stop payment was possible and due to the basically instant request on my part to cancel the transaction and was told the stop payment was made The supervisor refused to help me in any way He said I could n t talk to anyone who could help me and he did n t have the authority to credit the fee I pointed out to him that legally a person has the right to cancel a financial deal within a certain amount of time in this case it was only XXXX minutes when the request was made He told me that was not true I asked to speak to the legal department and he said they did n t take calls Basically he said there was nothing I could do I do not want to pay this fee as I was given false information and asked for a cancelation in a timely fashion I was lied to on many different levels I was told that the transaction would take XXXX business days I was told the stop payment was made ,Bank account or service
need what I owe for hud settlement hud 1 formchase was supposed to write this offneed amt nd acct ,Mortgage
Due to family hardships I was unable to keep up with the payments I called XXXX XX XX XXXX to inform them of my situation and ask for assistance I was told I need to pay the full amount The loan was then send to debt collection company XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX NY spoke to XXXX XXXX XXXX XXXX XXXX XXXX who said They knew where I lived and all my information and would go after everything I had and that I better pay by XXXX XX XX XXXX because they were sueing me and a lawyer would come to where I was They would take my Home and retire ent income References were called and given personal information and were informed that it was an emergency because I was in trouble The resolution was they gave me after saying they would help me was 1 Borrow money to pay2 Get cosigner 3 Take my retirement money 4 No pay nets accepted if I did not give the 6000 00 5 Judge would take everything including their attorney cost and interest ,Consumer Loan
Bank of America is not allowing me to file a dispute on a part of charge 590 00 out of 1700 00 with the merchant XXXX XXXX XXXX XXXX who has negligently lost my property while cruising and now refuses compensation ,Credit card or prepaid card
There are late payment showing on my account I have never received a notice that I am late nor have I receive a statement via mail or electronically showing my balance or when payments are due I have contacted the company to have my on line account activated but have not receive a response I ve been told to contact several departments I ve been paying over the required amount to have overage applied to principle balance and I should have paid it off My credit report shows I have 800 00 balance ,Consumer Loan
Ocwen Loan Servicing of XXXX XXXX XXXX XXXX XXXX TX XXXX telephone XXXX XXXX Fax XXXX XXXX I have a mortgage from this organization They have forced flood insurance on a property which does not require it I have written on 4 occasions pointing out that the latest FEMA map shows the property outside the flood zone OCWEN IGNORS ALL CORRESPONDENCE AND CONTINUES TO CHARGE FORTHIS UNNECCESSARY INSURANCE This is surprising in a company which was the defendant in a class action law suit for forcing insurance and which settled ,Mortgage
I recently opened a checking account at chase with a opening deposit of 1500 00 XX XX XXXX for a promotional credit of 300 00 after a direct deposit I fullfilled the requirements and received the 300 00 credit to my account My checking ATM card stopped working the two weeks ago and I could not log into my account When I called I was notified that my checking account was closed on XX XX XXXX No reason was offered for the account closure after speaking XXXX people at the XXXX number and at my local branch They also notified me that they would only return 1200 00 in my account and was revoking the promotional credit I had earned As of XXXX weeks and XXXX days my funds have not been returned to me and I did not even receive a formal notice of account closure I believe Chase systematically closes acccounts and holds customers funds hostage for excessive amount of time with no reasons offered after a cursory XXXX search on the matter ,Bank account or service
XXXX XXXXa k aXXXX XXXX a k a Federal Credit Corp a k a XXXX XXXX XXXX a k a XXXX XXXX a k a XXXX XXXXcomplaint with Consumer Financial Protection Bureau CFPB XXXX XXXX XXXX Original debt to XXXX discharged in bankruptcy please note that all account numbers given to me are different from the original account number from XXXX XXXX XXXX XXXX XXXX XXXX sent collection letter for 9400 00 XXXX XXXX XXXX XXXX XXXX IL XXXX phone XXXX fax XXXXXXXXXXXX XXXX XXXX XXXX permanently closed account per XXXX XXXX Federal Credit Corp sent collection letter for 10000 00 XXXX XXXX XXXX XXXX TX XXXX XXXX XXXX permanently closed accountXXXX XXXX XXXX I filed online complaint against them XXXX XXXX XXXX XXXX XXXX XXXX XXXX called my cell phone never been listed with original debt looking for my spouse claimed to be representing XXXX XXXX and threatened legal action if 14 000 debt was not paid over phone insisted that debt was made in XXXX XXXX and payments were made until XXXX refused to send any documentation supporting claim XXXXXXXXXXXX XXXX XXXX Contacted bankruptcy attorney and was told it was a scam not legal and I was covered under bankruptcy laws XXXX XXXX XXXX XXXX XXXX XXXX said the debt for 4500 00 was charged off in XXXX XXXX and then sold to XXXX XXXX in XXXX XXXX Phone XXXX fraud line XXXX customer service XXXX XXXX XXXX has no records of debt Phone XXXX XXXX XXXX XXXX XXXX called my cell phone looking for my spouse and wanted to collect debt for XXXX XXXX claiming same as XXXX same scam agreed to accept proof of bankruptcy either via fax or email upon receipt I need to call them to verify that file is permanently closed phone XXXX XXXX fax XXXX email XXXXXXXXXXXX Filing complaint against all involved to end this illegal harassment over a non existent debt ,Debt collection
my name is XXXX XXXX I have never lived on XXXX XXXX in ohio my ex husband married a girl that lived there her name is XXXX not me XXXX,"Credit reporting, repair, or other"
I have XXXX collection accounts from XXXX XXXX for payday loans I have never had a payday loan and they refuse to correct it I have asked for them to fix this and remove the incorrect information but all they say it was verified This is not possible since I never got a online payday loan ,"Credit reporting, repair, or other"
The selection I made is not the correct but it is the closest They did not use profanity or any abusive language However they did use scare tactics and hostile techniques They called and asked me to pay a debt for XXXX This company has not sent a single written communication to me They have only contacted me via phone How do I know they are not trying to scam me I offered however to make a payment arrangement and they indicated that they could not do so They wanted the money right then and there When I told them I could not they offered me an option to go through a 3rd party company to finance my debt I said that financing a debt was not a good option since it would charge me interest and I am not doing good financially He said Ok so thats fine we know where you live your phone number and everything to that i responded that all it was not a good way to talk to me I requested to speak to a supervisor and they transferred me to a Sr Specialist She was better I have to be honest But towards the end she harassing me saying that she could put me on hold while I called the financing company and tried to get the money to pay I said I would call back I was at work and she said then I will notate that you refused to pay the debt I told her that is not what I said I cant call right now and I will call you back she then went on to say calling back is not one of the options I said well I still need to call you back and she said Ok I will notate that you refused to pay your account byeeeee that is very disrespectful and using their power to mentally stress me out I would lie for them to more respectful and work with me on a pmt arrangement or at least send a written formal communication ,Debt collection
My condo lost XXXX of its value after 2008 and I now owe more than it is worth I was happy to hear about HARP only to learn that because my mortgage did not involve XXXX or XXXX XXXX I could not qualify Is this right and is it fair ,Mortgage
I recently purchased an item on Ebay and as with most purchases had to pay with Pay Pal I hit the button to go to Pay Pal completed what I thought was the information to get into my account which I use infrequently and completed my transaction Yesterday I received a notice from PayPal Credit welcoming me to PayPal Credit and informing me that I owed them 89 00 for my purchase I called the number on the form letter and was told that I had signed up for PayPay Credit during my transaction I told the gentleman that I wanted the account closed immediately and there was very little push back from the person My sense frankly was that I was not the first person to have been deceived in the process of trying to get to my PayPal account ,Credit card or prepaid card
I am responding to a letter I received from Experian regarding a suspicious request made on my credit file Based on my understanding of the letter it looks like Experian is refusing to complete my request because they believe the letter I wrote them was not sent by me I would like Experian to know that I did in fact send them a letter disputing information on my credit report I also give Experian my expressed and written consent to continue with the investigation of my accounts per the dispute letter I wrote to them Since I have not experienced this situation before I would very much appreciate Experian providing me with an explanation of my rights specifically pertaining to how I am allowed to dispute information on my credit report I would also like to know specifically what made my letter suspicious and why Experian thinks I did not write my letter to them Did I say something in my letter that they think I am not smart enough to write myself I have filed disputes with Experian previously in the same manner so I am not sure why they think this time it was n t me I would like Experian to let me know if I am allowed to re write my letter and if so would Experian be so kind as to provide me with an example of a letter that would be acceptable to them I am just a regular person and do not have the money to be represented by an attorney or any other agency I work all day and can not afford to take time off work to dispute my accounts ,"Credit reporting, repair, or other"
My payments are not being recorded even though I sent them direct proof that the payments were made directly from the creditor s accounting dept The credit bureau claims in a letter they sent me they do not change or add to my credit report file no matter what I was told different by your organization I did all you told me to do and it made no effect at all ,"Credit reporting, repair, or other"
Fulton Freidman Gullace LLP have garnished my bank account without notifying me They have taken everything in my bank account plus thousands more leaving me thousands of dollars negative without money to live off of Also this is a debt that is almost 10 years old ,Debt collection
I joined a repayment plan through Navient in the beginning of XXXX Before you are entered in the repayment plan you have to go through a 3 month qualifying period I was informed of the 3 month qualifying period and that after the 3 months my Navient account will be up to date However I was not informed that my loans are still going to be sent in for collections which will affect mine and my co signer s on one loan XXXX credit I did not receive any phone calls from their collections department or any letters stating that they would CONTINUE collections No collections calls were made so I was under the impression that it was no longer being sent to collections As of tomorrow the loan that my co signer is on will be brought current and Navient refuses to fix the delinquency errors that were their fault due to their neglect in providing that specific information Now my co signer my father can not get the house that he was trying to get He was pre approved for a VA loan and now due to these delinquencies on his credit is no longer eligible for the loan ,Student loan
XXXX XXXX 2015 account balance XXXX XXXX 2015 NSF Fee 37 00 why unknownXXXX XXXX 2015 spoke with CSR who told me that the computer system on XXXX had my balance as XXXXXXXXwhy my online view is different than the CSR online view unknown and not goodXXXX XXXX 2015 balance had not gone negative and yet NSF Fee 37 00 why unknownit would appear that they are keeping XXXX different sets of books for posted transactions XXXX that I have online access to view and another XXXX that the NSF Fee goes byit is quite impossible for me to ever possibly prevent NSF Fees if I do not what is truly going on with my account and its balanceit seems to me that this amounts to a lie and probably fraudulent activity,Bank account or service
About XXXX years ago I tried to modify with the company Ocwen Loan Servicing They put me in varies programs and asked me for more information it took about XXXX months to tell me that I do not qualify and the principal of the house when up ,Mortgage
I received a XXXX letter not certified from XXXX XXXX in NY stating my wages were being garnished for an XXXX debt from XX XX XXXX and judgement was filed against me in XX XX XXXX and never seen any correspondence because I have never lived at the address stated on the judgement I called XX XX XXXX fraud department and they have nothing under my Social Security number for the cell number they gave or anything from XX XX XXXX I called the law firm and they sent a notice to XXXX to withhold from garnishment I called Social Security and claimed Identity theft and was sent an affidavit to fill out and get a police report I called the law firm back and they will not speak to me unless a law firm is representing me The collection agency is Palisades Collection LLC and the law firm is XXXX in NY My credit reports no such judgement against me that was filed ,Debt collection
A temporary job service named XXXX had a background company called First Advantage run a criminal background check on me The company found an old charge that should have been expunged based upon the stipulation of my probation and that the charge is XXXX years old ,"Credit reporting, repair, or other"
I was having automatic payments taken out of my bank account from XXXX I lost my source of income and called to have automatic payments stopped The payment was still taken out and overdrafted my account I had my lawyer involved who had it taken care of from the bank s side but i still have XXXX in my collections I stopped these payments and do not feel like i owe them anything This was also several years ago and happened just before my family of XXXX had to be rushed out of the house we lost to back taxes which them caused my dad to have his XXXX My family was enduring major hardship at this time as well as me being told that i owe money i should not have to owe I did my part and i cancelled the payments ,Debt collection
I believe this is Wellafargo this account wasCharge off I had payed 840 00 dollars toXXXX to fix The negativelyWhich they did an I have proof,Debt collection
Dear Sir Madam Complaint number XXXX XXXX XXXX XXXX Case XXXX XXXX XXXX Allegation of False Billings by XXXX violation of FCC rules Alleged violation by Experian and XXXX under FCRA FTC rules Alleged violation of FDCP Act FTC rules by collection agent XXXX XXXX XXXX XXXX The following is a letter of complaint that had been forwarded to FTC who had in turn sent you for your action I believed you also had the exhibits that was enclosed with theXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXXXXXX,"Credit reporting, repair, or other"
I had went under contract to buy a house The sellers didnt inform the listing agent of liens on the house So after 3 and half months of being under contract a company named ocwen came in from no where and swooped up the house and auctioned it off We gave them everything they needed to call off the sale They didnt and we lost over a thousand dollars we put into this house My loan was approved the house was appraised inspections had been done and a bunch of repairs had been made They sold the house for XXXX less than they were getting from me Im so frustrated So is all the realtors and my lender What should i do ,Mortgage
Experian has continually rated my credit at XXXX while the other XXXX rate it at appx XXXX I filed bankruptcy in 2008 and have had to pay cash for all personal activities since that time No one will give me credit because of the rating by Experian I have paid my house payments on time every month since the bankruptcy and my business has been current on all credit activities since that time Experian will not rerate me because I do not have enough credit activity but because of them I can not get credit A catch 22 ,"Credit reporting, repair, or other"
Responded to initial contact letter with a timely debt verification request Collection agency continued collection activity calls and letters before responding to the debt verification request ,Debt collection
XXXX XXXX with Southwest Recovery Services has been calling my work for months now She s been asked several times by myself my co workers and my managers to stop calling me at work as I do not take personal business calls My job is to answer a very busy phone line and I do not have time for chats When told this she gets insanely unprofessional and begins arguing stating that she has ever right to call me at work It has escalated to XXXX to XXXX calls per evening now This is insanely unprofessional and uncalled for and I need it to stop On my personal cell phone I get upwards of XXXX calls a day from her company ,Debt collection
Due to countless XXXX issue and my being on XXXX we were offered a loan modification in the XX XX 2014 and instead of helping lower our monthly payment they attempted to raise it by 210 00 a month and said it was a very good deal and I should sign it Of course I refused to sign papers and they without permission held my XXXX payment so we would be in arrears and they could proceed with the modification in spite of my declining it We want them to lower our payments by reducing our loan and reducing the rate we do n t qualify for HARP and I know they have programs available they wo n t tell anyone about ,Mortgage
XXXX XXXX XXXX XXXX lender Fay servicing XXXX need bank to alleviate the extras fees and expenses that was added for my primary loan for the amount of 270000 00 now owing apron 350000 00 plus 17000 00 due at the end of XXXX years Take in consideration this loan had a second mortgage for 69000 00 that was settle with collection agency Please know that I Purchase property XXXX on XX XX XXXX for 340000 00 XXXX second ballon mortgage XXXX 270000 00 first and 69000 00 second I have been trying to be qualify for loan modification since XXXX since that time my primary lender XXXX sold loan to XXXX XXXX XXXX since then I been working with lender for a loan modification I Was placed several trials and after handwork and disputing with the bank who took five years to modify my loan I finally got it In the middle on the XXXX loan to be modify XXXX XXXX XXXX sold the XXXX loan to XXXX mortgage and took long time to finally modify first mortgage The XXXX mortgage was sold to a collection agency for 88000 00 approx I thanks XXXX I negotiated and settled the account XXXX Now XXXX added lots junk fees and other fee that not sure where was coming from that make me to dealing with a predator lender bank is adding all the junk fees back to the loan making me owed more that what is the property worth at the current market I owed according to XXXX XXXX XXXX approx XXXX all modification paper was sent I contacted lender to explain to me in detail where all this extra fees were coming from why my loan is more than previous balance when was originated i understand that was late on my payment but was not my fault when i was paying my trial and bank took long time to finalize the loan modification Adding too much money for a property is still underwater and now more than previously I feel that XXXX XXXX is a predator lender and put me in an very bad financial situation it feels like will never pay this loan its balance will never ended Finally I received a letter where XXXX XXXX XXXX sold the loan to Fay financial servicing like it was a brand new loan with a extremely higher amount Would like to know if this is not what we call predator lender and why XXXX XXXX XXXX penalized me so hard increment my loan where it would never be paid An asking the CFPB to please help me to investigate why XXXX XXXX XXXX charged me so much on extra fees making owing more on a property that will never recap its value I need to get some reduction on this overcharged junk fees amount now I have been charge with Also my current monthly payment will be increased for the next 4 years to a monthly payment that probably could not afford any help will apreciatethank you,Mortgage
I have a judgment with XXXX Colorado that was satisfied Experian XXXX are still misreporting this as an open judgment ,"Credit reporting, repair, or other"
I have received no communication whatsoever from this company about a debt that is now on my credit report I never had any business dealings with this company After challenging the debt reported on my credit report the company still refuses to take the erroneous listing off my report ,Debt collection
I ve been trying to work with Nationstar for months now I submitted a claim abouta month and half ago due to after several calls and promises they could not orwould not sign a form needed to change my property from a titled property to a realdeeded property after I had the work done to do so Since I could get the formsigned I went to bank and borrowed the money to pay the Mortgage off on XXXX XXXX 15 then I would n t need the form signed a lien holder anymore Well now it s XX XX XXXX15and they have yet to send a release of lien to the county tax office in order for thelien to be removed so I could have my property changed from titled to real deededproperty I m been advised that they only had 30 days to do this Their customerservice told me that and the director of register of deeds told me that I will bechecking with an attorney I guess not sure what else I can do This process allstarted back XXXX XXXX 2015 and I ca n t seem to get any results out of Nationstar whom Ialways paid on time and would like to have better results from them I have calledthem at least 15 times and spoke with a couple different supervisors and still can tget what I need done but yet they have been paid in full since XXXX XXXX 2015 They havetold me two to three different dates as to when they processed and mailed therelease of lien but yet Register of Deeds has not received it I even gave them tocorrect address for the register of deeds PLEASE help with this if you can Wouldbe nice if they overnighted the release as they stated they would when I spoke tothem on XXXX XXXX 2015 in order to have it done in the 30 days DID N T HAPPEN Thank you for any help XXXX,Mortgage
My complaint is about overdraft fees and service charges to my bank account in excess of 130 00 accrued in less than XXXX month due to overspending the account by 40 00 I opened a checking and savings account with Citizens Bank after receiving an incentive in the mail open an account receive 200 00 after making several deposits I initially deposited 200 00 into the new checking account and 25 00 into savings I made several purchases in XXXX 2015 and was charged XXXX 35 00 overdraft fees totaling 70 00 Beginning XXXX XXXX and going on for the following XXXX days I am still unclear how long exactly this will continue or how to make it stop I have been charged an additional 6 00 service charge for sustained overdraft fee EVERY DAY plus 2 00 for the statement delivery When I called the bank they were not able to clearly explain to me when the 10 days starts or stops They also said it was not possible to close the account or cancel the fees until the account had been paid in full I only overspent my account my 40 00 I am happy to pay that back as that was an accidental overage but to now owe this bank almost 140 00 more because they did not clearly explain their overdraft practices when I opened the account seems wholly unfair and unreasonable Please help ,Bank account or service
Applied for loan XXXX XXXX with Rise Credit I had used this service in the past but needed to change my bank account number for the funds to be deposited in Spoke with a representative who told me to proceed with my application then immediately email a voided check so they could update my info The next day funds were not deposited into my account I called Cust Svc and the rep informed me the prior rep gave me incorrect information and I would need to cancel my previous application so they could change my bank info I sent a cancellation request in writing XXXX XXXX as per their policy and they informed me the loan was cancelled my bank info was changed and i could reapply within XXXX business days XXXX XXXX I logged into the Rise website and it showed the previous loan attempt had been canceled There was no mention or information showing they withdrew the 310 00 from my bank account I reapplied and funds were deposited to my bank XXXX XXXX in the amount of 310 00 Upon checking my bank account I noticed Rise withdrew 310 00 on XXXX XXXX the amount of the previously canceled loan The only issue was they never deposited the original loan into my bank account So now I am missing 310 00 from my bank account that was not Rise s to withdraw I spoke with a rep XXXX XXXX who was unable to help me and told me they do not show in their system that they made the withdrawal on XXXX yet my bank statement shows otherwise Due to their error I have now had returned transactions and have been penalized by my bank for insufficient fund charges The rep on XXXX informed me they had an issue ticket in the system but there is no guaranteed date of resolving my issue ,Consumer Loan
I have a Mortgage with Nationstar from Texas recently I have been notified that I owe more than 12 00 XXXX in back taxes and they want to foreclose my home I have been paying my mortgage normally without any trouble in the last XXXX years It seems that they have not observed carefully that it were more taxes to be paid througout this time now the county where I live have send me a notice to foreclosure and I am in the pool for the end of the year auction,Mortgage
